Tue Oct  1 22:59:50 2024

******************************************************************************

ist->nx = 188	ist->dx = 0.500000
ist->ny = 188	ist->dy = 0.500000
ist->nz = 188	ist->dz = 0.500000
par->epsx = 6.1 par->epsy = 6.1 par->epsz = 6.1
fermiEnergy = -0.19
The number of openMP threads used = 128
Total # of filtered hole eigenstates = 104
Total # of filtered electron eigenstates = 81
The eval.par index of the HOMO state = 119
The eval.par index of the LUMO state = 120
The HOMO energy = -0.23207306 -6.31503295
The LUMO energy = -0.15546858 -4.23051766
Fundamental gap = 0.0766044849 2.0845152816
The total number of atoms = 2031
Number of grid points used: nx = 188  ny = 188  nz = 188
Length of pseudopotential files, npot = 8192
Kinetic energy maximum = 10.0000
Dielectric Constant: epsx = 6.1000 epsy = 6.1000 epsz = 6.1000
Maximum sigma for an eigenstate, deps = 0.0001
Energy windows, electrons = 0.2000 holes = 0.1000
The number of hole eigenstates within 0.1000 of the HOMO energy = 104
The number of electron eigenstates within 0.2000 of the LUMO energy = 80
Total number of carrier states, ms = 184
QD (minimum) dimensions: xd = 47.00 yd = 47.00 zd = 47.00
Final Box Dimensions: xd = 47 yd = 47 zd = 47
Gamma = 0.074468
Grid point spacing: dx = 0.5000 dy = 0.5000 dz = 0.5000 dv = 0.125000 dr = 0.866025
The index of lowest energy occupied level used = 0
allocating memory for 104 hole and 80 electron states
closed ppsifreeing evalindex
freeing psihomo
freeing psilumo
Number of hole eigenstates used in the BSE calculation = 80
Number of electron eigenstates used in the BSE calculation =  40
Total number of eigenstates used in the BSE calculation = 120
Starting calculation of BSE kernel | Tue Oct  1 23:01:14 2024

Calculating direct matrix | Tue Oct  1 23:01:14 2024

	  [                ]   0% | Tue Oct  1 23:01:14 2024

	  [####            ]  25% | Wed Oct  2 02:40:00 2024

	  [########        ]  50% | Wed Oct  2 06:23:45 2024

	  [############    ]  75% | Wed Oct  2 10:19:49 2024

	  [############### ]  98% | Wed Oct  2 13:45:58 2024

Calculating exchange matrix | Wed Oct  2 14:10:22 2024

	  [                ]   0% | Wed Oct  2 14:10:22 2024

	  [####            ]  25% | Wed Oct  2 16:17:42 2024

	  [########        ]  50% | Wed Oct  2 18:14:08 2024

	  [############    ]  75% | Wed Oct  2 20:13:24 2024

	  [############### ]  98% | Wed Oct  2 21:59:02 2024

Hole States:
0	0	-0.162015	-0.026869	0.020889	1060.279869	-0.461657
1	1	-0.041417	-0.196362	0.058736	1060.279866	-0.461657
2	2	-0.199119	-0.105481	0.577658	1636.977604	-1.027366
3	3	0.199119	0.105481	-0.577658	1636.977602	-1.027366
4	4	-0.094958	-1.420771	1.784750	1643.312188	-2.836515
5	5	-0.682718	0.605984	-2.102403	1643.312188	-2.836515
6	6	-0.145879	1.868076	-0.269759	1643.312188	-2.836515
7	7	0.923555	-1.053289	0.587412	1643.312188	-2.836515
8	8	0.617486	1.388147	-1.775963	1664.401825	-3.412546
9	9	-0.617486	-1.388147	1.775963	1664.401824	-3.412546
10	10	0.364812	0.166814	0.318118	1105.483431	1.446525
11	11	0.541187	0.360123	-0.502486	1105.483432	1.446525
12	12	-1.236916	-0.242885	-0.173238	1105.483431	1.446525
13	13	0.330918	-0.284053	0.357606	1105.483432	1.446525
14	14	-0.550329	-0.377483	0.246653	1099.472736	1.250981
15	15	0.550329	0.377483	-0.246653	1099.472736	1.250981
16	16	0.770438	0.365857	0.356632	1375.330919	2.939534
17	17	-0.770438	-0.365857	-0.356632	1375.330919	2.939534
18	18	-0.021867	-1.145626	-0.446695	1394.041546	3.517480
19	19	-0.125344	2.298727	-0.550066	1394.041546	3.517480
20	20	-1.073466	0.694290	1.289542	1394.041546	3.517480
21	21	1.220677	-1.847392	-0.292782	1394.041546	3.517480
22	22	1.016171	0.471346	0.087273	1374.060997	0.191276
23	23	-1.156219	-0.547022	-0.537109	1374.060997	0.191276
24	24	0.518990	0.880043	0.441614	1374.060997	0.191276
25	25	-0.378942	-0.804367	0.008222	1374.060997	0.191276
26	26	0.002769	0.003388	0.016790	1413.212789	0.325754
27	27	-0.002769	-0.003388	-0.016790	1413.212789	0.325754
28	28	1.426390	-0.482954	1.409237	1393.672399	-1.987834
29	29	-1.426390	0.482954	-1.409237	1393.672399	-1.987834
30	30	-0.685863	-0.809407	-0.098975	1401.241705	-2.835938
31	31	1.615715	0.562869	-0.125341	1401.241705	-2.835938
32	32	-1.035801	-0.749429	-0.794827	1401.241704	-2.835938
33	33	0.105949	0.995967	1.019142	1401.241705	-2.835938
34	34	-0.833076	-0.066526	-1.417531	1679.543271	2.653003
35	35	0.833076	0.066526	1.417531	1679.543272	2.653003
